Date,T-BILL,CANADA,JAPAN,FRANCE,GERMANY,ITALY,SWITZERLAND,UNITED KINGDOM ,USA ,WORLD
31-Mar-11,0.0009,-0.00220883,-0.100680155,-0.000933009,-0.004185768,-0.004155827,-0.020793217,-0.029138787,-0.000315699,-0.037692572
29-Apr-11,0.0004,0.010147428,0.003571401,0.075309591,0.105762539,0.079618517,0.082544437,0.068149947,0.029479801,0.048133829
31-May-11,0.0004,-0.031676516,-0.016551798,-0.051421678,-0.077285222,-0.085858521,0.016323253,-0.025664836,-0.013006434,-0.000913215
30-Jun-11,0.00015,-0.030787739,0.014172399,0.002058811,0.019347228,-0.035158243,-0.04381463,-0.032108584,-0.018554634,0.008286187
29-Jul-11,0.0009,-0.02283149,0.035042202,-0.081511621,-0.039069657,-0.092608987,-0.002739112,-6.79094E-05,-0.020583788,0.016258428
31-Aug-11,0.00015,-0.036805146,-0.081539558,-0.107595435,-0.185791801,-0.147010336,-0.066507927,-0.079221705,-0.057730392,0.016464744
30-Sep-11,1.00E-04,-0.143258261,-0.024993692,-0.147852692,-0.118195436,-0.116196638,-0.11422563,-0.089711794,-0.07338875,-0.016674123
31-Oct-11,5.00E-05,0.102618131,-0.002546736,0.128640705,0.161041555,0.134681012,0.084195787,0.119387037,0.108326544,0.020030916
30-Nov-11,0.00015,-0.028443661,-0.044822906,-0.061855538,-0.041994158,-0.075057215,-0.055985629,-0.033803531,-0.005554767,-0.028752952
30-Dec-11,5.00E-05,-0.02483028,0.007163299,-0.034304665,-0.065495174,-0.04540867,0.017147901,0.000318397,0.007668918,0.005699448
31-Jan-12,0.00055,0.057536525,0.045174643,0.055070138,0.102184886,0.06363241,0.025424005,0.034413353,0.045888384,0.018388961
29-Feb-12,0.00075,0.034481797,0.050047172,0.07073097,0.084001428,0.050210027,0.046779378,0.046110684,0.04147605,-0.017148606
30-Mar-12,0.00065,-0.032614226,0.003717208,-0.008051333,0.008728889,-0.025124132,0.015992079,-0.016238429,0.030411559,-0.0187931
30-Apr-12,0.0009,0.003297017,-0.031986084,-0.062795508,-0.041684995,-0.085359934,-0.026155984,0.010086797,-0.007226249,0.056821298
31-May-12,0.0006,-0.109002543,-0.089582627,-0.125323316,-0.148749813,-0.176114573,-0.107391401,-0.119562946,-0.063931176,-0.018078134
29-Jun-12,0.0008,0.025860559,0.050319295,0.085489911,0.046705769,0.135802084,0.062992819,0.067430063,0.037856932,0.021593396
31-Jul-12,0.001,0.02010355,-0.023917469,-0.000404886,0.025140375,-0.054449151,0.021936602,0.010912864,0.012297291,0.000511696
31-Aug-12,0.00085,0.040793416,-0.00764396,0.058272187,0.052011606,0.109407804,0.022672529,0.026282028,0.020758693,-0.024560082
28-Sep-12,0.0009,0.034419692,0.013415212,0.009238681,0.056392048,0.018522798,0.03093911,0.021617616,0.023853881,0.017279227
31-Oct-12,0.00105,-0.005327789,-0.018638837,0.026930139,0.016427358,0.032745829,0.026265749,0.004501237,-0.019338685,-0.068061849
30-Nov-12,0.00075,-0.006342473,0.023686526,0.040862849,0.02609535,0.019333764,0.039390811,0.009753933,0.003569944,-0.038597813
31-Dec-12,0.00035,0.012796295,0.0517694,0.034442556,0.040234666,0.03596584,0.012853661,0.019810597,0.00718105,0.078309902
31-Jan-13,0.00065,0.016470118,0.036682048,0.055507997,0.051057119,0.089183651,0.086309041,0.037803765,0.051597791,-0.006683081
28-Feb-13,0.001,-0.015681309,0.026339171,-0.033840147,-0.039190922,-0.125912284,0.004498652,-0.029172298,0.010431868,-0.018655571
29-Mar-13,0.00065,0.00268419,0.040716413,-0.015305798,-0.010609676,-0.052282839,0.011533834,0.00674276,0.036030931,-0.060506739
30-Apr-13,0.00045,-0.016397383,0.087385416,0.056109709,0.029210566,0.115550779,0.030252614,0.027615105,0.018629563,-0.009608368
31-May-13,0.0003,-0.006950711,-0.057142718,0.005984446,0.019462927,-0.000807313,-0.026708456,-0.003412831,0.01853113,0.065248163
28-Jun-13,0.0003,-0.05833822,0.016586636,-0.05114697,-0.042128312,-0.115784995,-0.019211167,-0.055418629,-0.015005207,0.013761134
31-Jul-13,0.0003,0.055468547,0.005993716,0.090459997,0.065015958,0.103167281,0.038506414,0.065102821,0.051236196,0.002280345
30-Aug-13,0.0002,-0.011094087,-0.021788118,-0.022330225,-0.026021212,0.008655254,-0.013364752,-0.011505126,-0.02984565,-0.012767152
30-Sep-13,5.00E-05,0.036640128,0.076873218,0.081325896,0.0866684,0.06922311,0.067808584,0.054449088,0.031486992,0.041470334
31-Oct-13,0.00033,0.031029819,-0.000200017,0.040522594,0.057052205,0.118596903,0.025590117,0.033114073,0.043083605,-0.001318395
29-Nov-13,0.00055,-0.010535753,0.014376339,0.000839821,0.042527389,-0.018913235,0.006003307,0.006329447,0.026154093,0.00357658
31-Dec-13,0.00063,0.014150281,0.007203497,0.014769034,0.027852428,0.006565691,0.010501222,0.026150862,0.025075935,-0.020137106
31-Jan-14,1.00E-04,-0.043468259,-0.038617424,-0.049686921,-0.051242271,0.005243146,-0.019637779,-0.043748864,-0.034963414,0.012519812
28-Feb-14,0.00043,0.042983888,-0.00564119,0.084620827,0.06687619,0.071287043,0.064889254,0.065747654,0.044457075,0.022855107
31-Mar-14,0.00028,0.012187876,-0.020350274,-0.002797054,-0.01743145,0.064073134,-0.004411161,-0.036549781,0.005357764,0.023515035
30-Apr-14,0.0002,0.027322867,-0.025920947,0.025569234,0.004137843,0.014441862,0.005949836,0.041550036,0.004860464,0.025831288
30-May-14,0.0003,0.006679372,0.039555622,-0.007409603,0.000982381,-0.021696794,0.006088665,0.003867674,0.021496957,0.008152499
30-Jun-14,0.0002,0.056848598,0.051509311,-0.018262215,-0.007058755,-0.009451265,-0.005557732,0.003789032,0.019810485,0.013265433
31-Jul-14,0.00018,-0.002359788,0.005746221,-0.060495959,-0.06440866,-0.053691495,-0.039787154,-0.013638416,-0.01531556,0.01781417
29-Aug-14,0.00018,0.021230406,-0.021942654,0.011099733,-0.008951713,-0.022509862,0.021747266,-0.003412042,0.037863941,0.002453262
30-Sep-14,0.00013,-0.066640504,-0.013247682,-0.036655297,-0.04202045,-0.017187359,-0.026465409,-0.053265098,-0.017130219,0.023308965
31-Oct-14,3.00E-05,-0.030774923,-0.013100577,-0.044568147,-0.02023931,-0.058308407,-0.007419262,-0.025162812,0.022927016,-0.000693488
