T_BILL_3_MO,SP_CONSUM_DIS,SP_HEALTH,SP_TELE_COMM,SP_FINANCE,SP_UTIL,SP_500,SP_CONSUM_STAPLE,SP_MATERIALS,SP_INFO_TECH,SP_ENEGY
0.04550000190734863,-0.04223690303542282,-0.039947789713558626,-0.07297186825971104,-0.01729619291590063,-0.07108411715153805,-0.0777825642849399,-0.07732704034925149,-0.04581235186228372,-0.16622335836692456,-0.05187507898490284
0.043600001335144044,-0.00037534925954609694,-0.017555141411097878,-0.049949978546530834,-0.01707617167395501,-0.056013118726530295,-0.0048057859262272615,-0.06036435016380311,-0.01841416724419223,0.04813430930291806,0.12084314081303194
0.04429999828338623,-0.021316600234660688,-0.11482527469029025,-0.021431889674369643,0.022350814939293688,0.028012809056108763,-0.006355970687108664,-0.030411160625242788,0.18520687999858312,-0.0500060264286941,0.11074894705842206
0.04510000228881836,-0.1086188310645773,-0.08957780372698665,-0.03925502859099497,-0.11339130948910972,-0.001521769787028636,-0.07007048308499346,-0.061108217920033805,-0.1472447616872754,-0.0598889793541052,-0.10068249835154358
0.04670000076293945,0.007550577040150552,0.002455867956748424,0.02626943415354291,0.011728899899068973,-0.07481219860914644,0.007738330351385381,-0.07164665366519235,-0.03532026340365578,0.10381494542043906,-0.023789787175278517
0.04619999885559082,-0.10809726351946916,-0.10970433500093194,-0.06124585896989673,-0.11452378535870997,-0.06561683901734923,-0.07824609124668253,-0.05527380449234644,-0.07584771056795049,-0.06680402495969703,-0.04229934798852665
0.04849999904632568,-0.07996179201990226,-0.021850151687900395,-0.15543022087292818,-0.09369194460360605,-0.04699818283986873,-0.05475409073356065,-0.06126801725423323,-0.10326218382553287,0.014048711350004253,-0.01991790485285626
0.04710000038146973,-0.05249240819990851,-0.14242117636820592,-0.02066346463812395,-0.10898033185282671,-0.10058118821400444,-0.07565179282949433,-0.1540374703349008,-0.09411277441945066,-0.05451180525404987,-0.08706923857415629
0.04960000038146973,0.015111619319900065,0.024597801695199005,0.034386350202804124,0.13029705181555865,-0.04679316002157345,0.012939541070914932,0.019852123818464927,-0.026115713850546386,-0.028138557459531987,-0.05859923834543433
0.05150000095367432,-0.03497241131056547,-0.04521980358362087,-0.018021862313189432,-0.08699013416441459,-0.12350885029177358,-0.03243814198445383,-0.03221840145187809,-0.053778232345800425,0.0596454238480239,-0.038999354826686886
