Date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM,SMB,HML,Mkt-RF
201301,6.5479,4.6718,5.7226,5.5612,5.7471,7.7023,5.7472,7.611,6.7164,5.0954,5.2737,6.5828,6.0806,7.3299,7.6615,7.2487,6.5177,6.4953,8.6228,9.1297,3.6273,5.6829,5.7753,6.65,7.3676,0.33,0.96,5.57
201302,-1.9431,0.7331,-0.3141,1.6768,1.6474,1.0345,1.2737,0.7095,2.1572,0.5832,0.4262,1.2561,0.6924,2.4533,1.9265,0.4947,1.2662,1.9304,0.8325,2.617,1.1539,1.2782,1.9774,2.2793,0.6722,-0.28,0.11,1.29
201303,7.7562,6.3036,4.5516,4.2972,4.3683,5.1591,5.2397,3.8831,4.4794,4.6757,4.4384,4.498,5.3328,3.5,5.3521,3.6747,4.0934,4.3577,5.4427,6.2928,3.9713,3.4227,3.3112,4.8767,3.3189,0.81,-0.19,4.03
201304,0.2541,-0.5484,-0.8804,-0.7471,0.6701,-1.0934,-1.9376,-1.2168,-1.3586,1.6625,-1.9321,0.268,-0.7851,-0.7338,-1.776,1.1851,0.9808,-0.7179,1.9453,0.9403,2.3161,1.2899,1.8917,1.6669,2.749,-2.36,0.45,1.55
201305,7.9628,4.3203,3.9044,6.3191,4.3306,5.3467,4.6525,5.5806,4.6523,7.9697,3.0221,5.8582,4.1788,4.9188,3.9276,4.151,3.1496,1.9191,3.2214,4.6033,1.2214,2.3272,1.373,3.204,9.0442,1.73,2.63,2.8
201306,-0.9627,-0.5118,1.9658,1.152,0.2757,1.8415,-0.1096,-0.3928,-0.7568,-1.3598,-0.4869,-0.9862,-1.539,-0.66,-0.2036,-2.1113,-2.5252,-1.3838,-1.502,-1.2399,-2.3609,-0.2771,0.1484,-0.3672,-2.8439,1.33,0.03,-1.2
201307,7.0969,10.2737,7.2467,9.1016,7.3549,7.1593,6.3199,6.4548,7.0011,8.1721,8.381,7.5068,6.0314,7.7774,8.9792,8.143,4.7049,6.4994,8.0441,5.0202,6.0499,4.1688,4.5466,4.7036,7.2476,1.86,0.57,5.65
201308,-2.2208,-2.6621,-2.2895,-3.8082,-3.1887,-0.735,-0.6621,-3.218,-3.8377,-3.6786,-1.688,-1.9427,-3.619,-4.7834,-3.6914,-1.7183,-2.1895,-3.1485,-2.3656,-4.3434,-1.4901,-2.4803,-3.6251,-3.7478,-4.4385,0.28,-2.69,-2.71
201309,7.2811,7.7154,7.0921,6.8192,5.9101,7.0629,6.0207,7.4464,6.0406,5.5363,5.8044,5.7887,5.7975,5.4904,4.3521,5.6324,5.6367,5.1781,5.7067,3.4424,4.3369,2.5854,2.5833,2.5666,2.2844,2.91,-1.22,3.77
201310,-0.7438,0.757,2.2637,3.9391,2.7829,0.5487,1.584,1.1743,3.8512,4.3841,3.427,3.6415,3.4124,4.1122,5.666,2.1791,3.8809,2.7505,4.6517,6.1944,4.8487,4.3392,5.3529,3.4483,3.5961,-1.56,1.25,4.18
201311,7.9236,5.2081,5.7927,7.077,5.0532,6.1401,3.6781,3.322,2.9682,5.7729,2.78,3.345,3.5003,2.6658,3.9114,2.2274,1.8308,0.8106,-0.4453,3.7509,3.1589,3.6096,1.4748,1.8456,6.5501,1.29,0.32,3.13
201312,1.9396,3.483,2.3947,1.1641,1.4422,2.7701,0.4348,3.5715,1.8471,0.8441,1.6324,3.806,2.9721,3.6244,2.4006,3.0787,3.6518,2.8419,3.3529,3.417,2.5968,2.3844,3.5772,2.2648,1.9529,-0.45,-0.02,2.81
201401,3.3041,-2.6933,-2.2724,-3.8702,-3.148,0.0742,-2.1095,-5.1985,-3.9985,-6.3044,-0.3971,-2.9894,-4.521,-2.5782,-2.2746,-2.644,-3.3464,-0.8402,-5.0601,-3.0153,-4.0354,-2.6006,-3.3587,-4.3171,-4.3038,0.9,-2.07,-3.32
201402,4.8862,3.4992,4.0029,5.6477,4.5936,4.5502,3.4905,6.0012,5.1306,4.1049,6.5535,4.7181,4.286,6.8595,4.3284,5.9416,6.0109,4.8389,5.4287,5.4335,5.1216,5.0699,2.9576,4.1573,2.4728,0.37,-0.31,4.65
201403,-4.8279,1.4217,0.2651,1.0331,1.3806,-3.9276,0.0883,1.4175,1.1091,2.4855,-4.6867,0.0495,0.568,1.3994,1.9302,-2.3014,-0.2353,0.201,1.9547,5.1365,-1.4183,0.485,2.317,3.7469,3.6783,-1.85,4.93,0.43
201404,-8.5279,-6.7623,-5.5352,-3.2745,-4.3168,-6.6694,-3.1342,-3.0431,-1.8903,-1.9693,-5.6612,-1.676,-1.8982,-1.5581,-3.1447,-3.0865,-0.8995,0.222,0.0708,-0.5504,1.5353,0.0353,1.492,2.0082,-2.3839,-4.2,1.17,-0.19
201405,-2.5951,-1.3382,-0.5547,-0.7746,-0.1998,-0.2894,-0.1461,1.6928,-0.6056,-0.3684,1.2637,0.4012,2.0118,0.5798,1.9603,2.7726,1.5252,3.2299,1.1967,1.6337,3.2066,1.4583,2.3192,1.6619,1.3963,-1.88,-0.13,2.06
201406,5.5645,10.8286,3.5701,4.1263,3.8132,7.5865,6.4696,5.7965,4.9039,5.7987,6.2187,5.3954,3.7393,4.9462,5.0246,4.475,3.7989,4.0071,3.9109,3.6228,1.1218,1.2335,2.5455,3.2992,3.426,3.08,-0.7,2.61
201407,-9.1708,-7.7081,-6.2605,-4.4096,-4.9667,-5.2482,-6.5795,-5.5736,-6.2436,-5.9004,-5.7155,-5.5759,-6.1389,-6.4516,-4.2476,-2.2321,-4.4356,-3.2311,-3.8396,-3.8099,-1.6322,-0.8399,-0.5171,-2.6182,-1.3682,-4.29,0.03,-2.04
201408,2.8224,4.5156,3.0303,4.574,3.3114,5.8072,5.3283,3.875,4.5522,5.2538,6.0665,4.0977,4.7463,5.5136,4.4737,6.1957,4.7064,5.2173,4.0519,4.5408,4.8987,4.4502,2.3417,2.3604,5.1399,0.4,-0.45,4.24
201409,-6.9546,-4.49,-6.9392,-5.6555,-5.7168,-4.9581,-4.3218,-5.4975,-5.0862,-8.0059,-2.8909,-6.2538,-4.6494,-6.6958,-7.2001,-3.1932,-3.145,-4.2193,-4.5396,-4.7991,-0.5847,-0.8431,-1.62,-4.0202,-0.1807,-3.72,-1.34,-1.97
201410,6.3009,6.8591,5.7544,7.2295,4.5869,8.3291,6.8808,6.0709,5.4034,4.1636,6.0342,6.0031,3.833,4.157,4.0571,3.9045,0.4911,3.6154,3.7411,-0.5112,2.327,2.6781,2.0492,-0.0151,1.4951,4.2,-1.81,2.52
201411,0.3404,0.1778,-1.1355,-1.2877,-2.632,1.6201,-0.6077,-0.456,-1.0255,-0.8957,2.6206,2.6032,-0.3334,0.1202,0.1135,3.2992,3.0711,3.4978,0.748,-1.9606,3.5656,3.5963,3.3364,-0.2452,0.9892,-2.06,-3.09,2.55
201412,6.0147,7.1035,5.4941,4.3786,3.9393,0.9928,3.3219,2.8073,2.6657,2.9172,1.7993,0.8518,0.4779,1.7029,0.2409,0.5545,-0.1189,0.5241,0.8105,0.7273,-1.2631,-1.4041,-0.1407,1.0522,2.3966,2.49,2.27,-0.06
201501,-3.4533,-6.6711,-4.6202,-4.876,-5.2219,-1.3078,-4.4908,-4.4711,-4.6203,-7.1231,-0.6325,-1.5358,-3.8884,-4.83,-5.1496,-1.1619,-2.417,-1.0944,-1.5132,-3.7222,-0.774,-2.6801,-4.1152,-4.1501,-7.7373,-0.55,-3.58,-3.11
201502,4.166,6.7695,6.2759,5.2173,5.48,7.2962,8.8607,6.5771,5.6768,4.9562,7.501,8.3191,8.464,6.1714,5.6792,7.5537,7.0591,7.9941,5.3754,7.6508,6.0192,5.9564,6.5708,3.9635,5.8179,0.61,-1.86,6.13
201503,-0.9142,2.6883,2.3151,1.9384,1.1665,3.2182,2.4343,0.6803,2.7476,1.2926,0.697,1.0343,1.7006,1.1208,0.9547,0.976,0.6059,1.2698,-0.5418,-0.5256,-1.0825,-2.1364,-2.286,-1.8429,-1.5704,3.04,-0.37,-1.12
201504,-4.0181,-2.7598,-2.9134,-2.1958,-0.4924,-3.8862,-2.6332,-2.6879,0.063,-0.8077,-3.1511,-1.3389,-0.9482,-0.9456,-0.5391,-1.5283,-0.2803,-1.3172,-1.6939,0.5503,0.2144,1.2045,1.3872,3.0755,1.8797,-3.03,1.82,0.59
201505,3.4829,5.0862,0.6679,0.2189,0.1162,3.0034,4.5503,2.9451,1.0393,-0.012,4.4456,2.3401,2.8958,2.0325,0.6142,2.2254,1.4441,2.7239,1.4267,-0.1522,1.5879,0.5833,1.2388,0.571,1.7018,0.92,-1.14,1.36
201506,4.3462,2.2497,2.4269,2.0441,2.1547,1.3405,1.1249,-0.3006,0.0144,1.165,0.9317,0.2909,-0.9303,-2.2515,-0.2741,-1.4221,-0.3386,-2.0021,-2.1129,0.1172,-0.413,-3.3882,-1.7147,-3.2897,-0.5646,2.9,-0.79,-1.53
201507,-5.4807,-1.2798,-4.7273,-5.5114,-6.4953,-0.205,-1.3565,-1.0728,-4.0375,-4.5121,1.8336,0.1341,-3.3361,-3.6305,-6.5061,2.3091,0.2952,-0.2814,0.6366,-1.9314,3.1595,3.3662,0.4872,-0.0104,0.7131,-4.19,-4.13,1.54
201508,-8.6277,-6.829,-4.8195,-3.5786,-1.1441,-10.1489,-5.4615,-3.5303,-4.5964,-4.4431,-7.9382,-5.5574,-3.5754,-5.1181,-2.8606,-8.2073,-5.1761,-4.6607,-3.5135,-5.4969,-5.9196,-6.551,-5.5625,-5.2929,-7.68,0.33,2.77,-6.04
201509,-8.5181,-9.2266,-5.7732,-4.004,-5.701,-9.7199,-5.1043,-5.11,-2.7143,-5.3062,-6.1683,-4.3348,-5.1349,-6.0163,-5.4638,-5.774,-4.0329,-4.2776,-3.1249,-4.4784,-1.6941,-2.8829,-1.5106,-1.8957,-5.6612,-2.63,0.56,-3.07
201510,6.4731,6.6763,5.4338,5.4391,4.4327,2.882,7.0931,6.725,5.1786,5.2528,3.9386,6.1619,7.7321,5.1187,6.9772,5.8629,7.1528,7.3026,2.4289,6.3063,8.5443,8.7059,8.7673,6.1524,7.6495,-1.87,-0.46,7.75
201511,5.3443,4.7097,3.1148,3.2032,2.3162,8.0536,2.5502,2.982,5.124,5.0101,1.9898,2.0607,0.7961,2.7762,2.5775,1.1495,0.7554,0.9153,1.5876,0.7794,0.0797,0.156,-0.287,0.1065,3.2265,3.59,-0.42,0.56
201512,-3.6972,-5.3285,-4.8252,-5.3826,-4.5644,-3.0062,-4.6946,-5.0907,-5.6625,-6.5241,-2.9688,-4.7688,-4.6815,-5.7857,-9.027,-3.3126,-3.0733,-4.5338,-5.6584,-6.6597,-1.355,-0.954,-1.4891,-2.2801,-4.1652,-2.82,-2.61,-2.17
201601,-13.5568,-14.3744,-9.5459,-6.3404,-7.5491,-17.7612,-6.4987,-8.3052,-6.9579,-8.2835,-12.0276,-6.9115,-6.8938,-6.4719,-7.1687,-9.9021,-6.7537,-6.2983,-6.8357,-8.0378,-6.0423,-3.4329,-4.237,-3.5278,-12.0453,-3.43,2.09,-5.77
201602,-3.1328,0.4297,0.0516,-1.5199,0.4646,-1.5395,0.5633,1.6738,1.5175,0.2354,-0.1225,1.6295,2.3735,0.7773,1.8857,1.0154,1.8851,0.2172,0.9247,-2.0255,0.2547,-0.2586,1.2584,0.0612,-6.4008,0.71,-0.57,-0.07
201603,3.9068,8.4694,6.3354,6.8129,6.5056,8.6136,7.0896,8.4006,7.3953,8.6558,6.0629,7.4323,7.8794,10.6888,11.5747,8.0956,7.4557,9.6007,8.783,9.758,6.4941,6.3111,6.6194,7.4437,7.529,0.82,1.19,6.96
201604,3.1506,2.6213,2.8746,1.7156,5.8933,4.5644,0.0747,-0.025,2.6626,3.5698,1.0107,-0.4213,1.621,3.403,4.5592,1.9921,0.48,2.0053,1.6394,5.2932,-0.7362,-1.0224,2.5717,2.6251,7.1149,0.74,3.28,0.91
201605,1.0268,2.324,1.4851,-0.842,-1.5578,3.3927,2.0374,0.7978,2.1558,1.3277,3.5466,1.6948,0.5972,0.7429,1.1151,3.3302,1.8508,4.6347,1.4429,1.8407,1.7235,2.1354,2.1579,-0.5015,1.9486,-0.18,-1.66,1.78
201606,-4.308,-1.4514,-0.7796,0.7708,0.9397,-0.3753,1.3372,-0.8952,-1.6574,0.0045,0.9804,-2.4076,-0.0816,-0.8393,-1.8666,-0.79,-1.1706,-0.7679,-0.6472,-4.1762,0.0493,0.0012,2.4878,1.0951,-6.6104,0.6,-1.48,-0.05
201607,4.7801,6.1898,6.9546,4.8711,5.5247,8.1521,6.5053,5.8634,4.7818,6.4735,7.0972,5.1319,6.5907,4.2064,6.175,5.1133,4.122,3.1595,2.3826,6.3525,5.1892,3.5438,1.6591,1.0321,4.4146,2.51,-1.27,3.95
201608,2.9235,2.9529,4.4339,4.0839,3.1929,0.1346,3.1404,2.1649,3.1062,3.2009,-1.0011,2.4089,3.7259,2.1859,1.5413,1.1365,0.6544,2.1225,-0.7217,5.8841,-0.7453,-0.3644,-0.1131,2.4778,4.5893,1.18,3.13,0.49
201609,11.778,2.5345,4.4111,3.0159,1.8672,5.4714,1.6263,0.9943,0.9412,0.9198,-0.3652,0.5552,0.3284,1.3276,1.4099,-0.513,-0.2036,1.059,-0.0195,-0.3156,0.5554,0.2302,0.7705,-2.5855,0.2205,2.13,-1.23,0.25
201610,-10.7332,-9.2986,-6.9353,-3.5661,-3.2153,-9.7691,-6.7873,-5.664,-2.5687,-4.6827,-4.747,-4.7454,-3.0827,-2.712,-3.85,-3.5652,-1.8948,-0.8978,-2.1072,-0.5216,-2.3675,-1.9482,-2.0389,0.6702,2.3809,-4.42,4.12,-2.02
201611,7.3022,9.3793,13.5371,13.8334,13.6414,9.4782,10.1992,13.0616,16.0931,14.5241,5.9895,8.9158,10.2505,13.305,17.1076,3.5936,7.1948,7.0004,7.3108,16.5963,1.0453,3.8052,4.4713,6.4641,14.1219,5.67,8.19,4.86
201612,1.3474,3.6315,2.6287,8.0087,4.236,-2.66,1.338,2.4348,4.5777,3.9276,0.5954,1.6815,1.5422,2.0256,1.992,0.1401,0.1256,1.2784,1.7431,2.0505,1.2578,1.3336,2.2912,3.9759,4.1841,0.08,3.56,1.81
201701,1.9819,-4.177,-0.1162,-1.8785,-0.0844,2.5521,1.7001,-0.5273,-2.0224,-0.0377,2.3658,1.8606,1.4833,-0.0453,0.7079,3.0776,3.7123,1.5711,1.7644,1.5886,3.4265,2.4528,-0.5578,1.2304,-0.2832,-1.14,-2.76,1.94
201702,2.8989,1.2603,2.1907,0.5844,-1.5242,6.0828,0.6819,0.6223,1.5359,1.1642,4.2186,1.6886,1.0876,1.3227,0.095,3.8954,2.598,3.1363,1.7693,2.8246,4.7566,3.055,2.2664,3.8962,4.5079,-2.02,-1.68,3.57
201703,2.1149,3.0702,2.2903,0.8203,0.325,3.8076,0.498,-0.811,-0.6742,-2.0818,1.444,-0.2671,0.8087,-0.7759,-2.4776,0.6864,-0.0027,0.6212,-0.2041,-3.4389,1.4433,0.3273,-0.6042,-1.2403,-3.1086,1.14,-3.32,0.17
201704,3.8495,0.4118,0.7231,2.3006,0.2813,3.8434,1.3445,1.0922,1.5525,0.3879,1.8594,1.1877,1.5066,-0.0754,-2.5659,1.8916,1.4753,0.275,-0.3043,-0.8646,1.9051,1.9065,0.4494,-0.3939,-0.7595,0.72,-2.1,1.09
201705,-1.9883,-2.8875,-2.008,-2.6816,-3.0272,0.1823,-0.9282,-2.3138,-4.1572,-4.5146,1.712,-0.6678,-2.6506,-2.0347,-4.1759,1.6072,-0.5537,0.2405,-0.3054,-3.0091,2.8721,2.1753,0.5136,-0.2473,-2.1792,-2.52,-3.78,1.06
201706,9.555,8.7789,4.9137,3.8728,4.3857,6.1145,2.9277,3.1782,2.9879,4.1568,2.5692,2.137,2.7574,2.3208,3.4185,1.5103,1.5844,1.3003,2.5497,3.9231,-0.4581,0.2499,-0.6312,2.2496,5.1861,2.23,1.48,0.78
201707,-0.8368,-2.8238,-0.8386,-0.8219,-0.231,-0.0691,0.6591,0.8862,1.3493,2.3552,0.9407,0.5461,1.5681,0.1701,2.6142,1.7259,1.1912,1.1223,2.894,2.067,2.5822,2.2617,1.4892,2.1882,2.2904,-1.46,-0.24,1.87
201708,-0.9581,-0.0871,-1.8329,-1.9666,-1.3147,-0.8361,-1.1406,-1.7127,-3.1368,-3.8925,0.823,-1.8076,-2.0922,-0.5883,-3.2066,0.9493,0.1522,-0.3154,-1.6615,-2.2476,2.1119,0.0674,-0.6146,-0.0199,-1.678,-1.67,-2.09,0.16
201709,7.2046,5.846,10.2191,9.7857,9.0957,5.7386,6.5039,8.9613,9.2959,7.0286,2.4952,4.6031,6.8881,6.5842,5.4912,3.0164,3.8305,4.668,3.4414,5.7385,1.0274,1.2856,3.7623,2.813,5.0854,4.46,3.12,2.51
201710,-3.5771,-2.5212,3.0106,0.0318,1.0271,0.2472,1.4942,0.3075,-0.0382,0.8614,2.5455,1.9278,1.3813,0.6843,3.5402,2.6354,3.2643,1.9172,-0.3758,2.0675,4.2274,0.7865,2.1743,1.2064,4.2421,-1.93,0.21,2.25
201711,1.5766,4.5176,2.5687,2.1317,4.0766,2.1511,3.2611,2.6413,2.2441,1.3582,3.8159,3.4732,3.5415,3.3681,3.6834,4.8394,4.8289,4.3346,3.2284,4.8616,3.2047,2.4233,4.6486,2.8178,2.4124,-0.58,-0.08,3.12
201712,1.4504,0.0983,-0.468,-1.3779,0.2248,0.0479,2.4414,-1.6688,-0.1317,0.2153,1.071,-0.1455,0.2489,-1.3621,0.4002,0.3952,0.7693,0.6326,1.1047,3.6209,1.0495,1.4488,1.5433,1.18,1.2058,-1.32,0.05,1.06
201801,3.525,2.9748,2.5047,2.7563,0.5084,2.9547,2.3883,2.8637,2.2168,2.1511,5.0871,3.7264,3.487,3.577,2.3094,5.1117,5.6238,4.6008,3.4902,1.6611,8.0737,5.3433,5.0679,4.2435,6.0332,-3.15,-1.33,5.57
201802,-2.1848,-1.9929,-4.3386,-3.248,-3.7946,-4.0753,-2.0423,-4.2357,-3.6852,-3.9728,-2.9935,-3.5344,-5.0032,-4.2029,-4.6526,-3.1977,-4.9525,-3.478,-4.667,-4.4925,-1.3387,-4.9424,-5.2174,-5.6261,-1.9831,0.23,-1.07,-3.65
201803,2.9132,-0.9134,0.6265,2.7985,2.4874,2.0717,0.4711,1.2147,1.3443,0.8832,2.1509,1.1771,-0.9879,1.622,0.4396,-0.3836,0.2085,-0.1665,0.6775,0.4637,-2.802,-3.9846,-1.2305,-1.6636,-4.6412,4.05,-0.23,-2.35
201804,0.1781,4.6998,0.7071,1.163,1.1397,0.1104,1.3796,1.1045,0.8665,4.6875,-0.195,0.2956,-1.8101,1.2953,-0.0078,-0.0111,-0.6492,-0.6641,-0.532,2.2344,0.2007,0.9335,1.4482,0.6455,-0.1006,1.14,0.54,0.28
201805,14.2516,10.4769,7.5098,6.548,6.5095,8.7385,6.4546,7.195,7.1808,3.7789,6.2185,5.288,4.6173,5.2292,4.6804,4.1677,4.5737,2.5784,1.943,1.7657,4.4456,2.3051,0.833,0.4183,-1.5961,5.26,-3.18,2.65
201806,3.6825,2.9755,0.387,1.1347,1.7986,1.2013,4.4994,-0.239,-1.1726,1.2018,-0.3634,0.7833,0.1954,-0.018,-1.3335,1.5885,1.3426,-0.48,-0.9957,-0.5256,0.8981,1.3063,-0.0477,0.5141,-2.351,1.15,-2.33,0.48
201807,-1.0881,-0.7328,1.128,-0.2083,-0.006,1.2913,4.019,3.7717,0.5608,2.8071,1.2503,2.7288,2.1029,2.477,-0.5292,2.3644,3.1071,2.4618,1.3779,2.9086,2.9769,5.2021,3.562,3.483,5.6013,-2.22,0.47,3.19
201808,4.4583,8.3458,2.7807,1.5992,2.8135,7.8682,4.901,4.0691,2.1769,2.5504,6.4986,5.0401,2.7887,2.3507,4.3948,7.3844,3.1201,-0.638,0.9253,-0.9089,6.2655,1.956,1.9223,0.6375,1.3586,1.12,-3.99,3.44
201809,-2.498,-1.114,-4.07,-3.3193,-2.4252,-1.8212,-1.1687,-3.54,-3.5045,-1.483,-1.9252,-1.2287,-2.1672,-3.9887,-2.4274,-0.9068,0.3541,-1.7918,0.1326,-0.1933,0.9463,1.2684,-0.3348,-0.9389,-1.6457,-2.28,-1.69,0.06
201810,-14.4353,-14.5387,-10.8963,-9.1937,-8.6635,-12.6994,-12.0702,-12.2957,-11.3056,-8.3697,-13.343,-10.6696,-8.5633,-7.7477,-8.9386,-9.6154,-10.0099,-8.3206,-6.7429,-9.2492,-8.8962,-4.9594,-4.8326,-4.7949,-7.5416,-4.77,3.44,-7.68
201811,-1.4396,0.1859,-0.1946,0.2551,-3.5766,3.1766,2.034,2.9118,1.9013,0.5028,0.4686,2.3467,2.8172,2.2545,-0.5705,2.6352,1.8999,3.5177,-0.5676,5.2197,0.8289,3.1364,2.0209,2.7367,0.3229,-0.68,0.27,1.69
201812,-14.2508,-13.2763,-11.5011,-11.3491,-12.4991,-12.2944,-11.226,-11.7946,-12.5907,-11.9782,-11.1758,-10.9152,-11.6721,-11.9631,-14.6235,-10.101,-11.4145,-10.6923,-12.3664,-12.8479,-8.4588,-7.1948,-10.0614,-10.4916,-12.7582,-2.38,-1.86,-9.57
201901,12.6012,10.92,9.8168,8.7187,10.9377,10.7249,11.1662,9.8509,10.3221,10.666,14.3159,10.1783,11.5542,10.793,14.0946,11.3018,10.4988,10.5677,11.9997,12.1671,8.1274,6.3757,10.1947,6.4627,13.1555,2.9,-0.45,8.4
201902,7.9862,5.6909,6.3193,4.9989,4.7344,6.4176,6.8047,5.7381,5.1617,0.9911,6.6263,6.0306,4.8124,3.855,2.2877,7.0518,4.9528,3.0604,2.2951,3.1536,3.8916,2.8723,3.9167,1.3285,1.7422,2.05,-2.68,3.4
201903,0.7044,-0.6549,-2.7949,-5.3984,-3.7298,-0.3277,-1.334,-2.9901,-6.0502,-2.8559,-1.328,-1.9269,-0.8435,-2.0883,-3.5996,1.796,0.9376,-0.59,-0.5349,-3.1665,3.2692,1.8513,0.1887,-0.7163,-3.1783,-3.03,-4.1,1.1
201904,0.5563,1.6236,2.2401,4.0291,1.8016,3.2133,1.7074,3.7098,3.6716,3.4597,3.1947,4.6088,6.8872,5.8081,3.7548,3.2165,4.0161,4.2844,5.2871,4.5469,4.3917,3.1275,3.6341,5.2281,8.9563,-1.74,2.14,3.97
201905,-6.0439,-4.9208,-7.7569,-8.8884,-8.1373,-8.679,-7.7682,-7.7519,-10.3438,-10.7127,-5.4001,-8.2033,-7.7043,-8.7237,-9.8356,-5.5611,-7.7144,-7.3369,-8.9526,-7.9439,-6.8928,-5.5512,-4.9835,-8.213,-8.7528,-1.31,-2.34,-6.94
201906,7.2715,6.3594,4.6618,6.7533,4.7588,8.8157,8.6657,8.7212,6.8179,6.7122,9.5661,8.5183,7.5584,6.6686,6.5928,7.1514,9.5575,9.3338,7.4507,6.8096,7.6863,5.7902,6.1146,6.6409,7.9545,0.28,-0.72,6.93
201907,-3.1258,-1.3785,-1.1739,-1.8585,-2.1091,-2.881,1.1055,0.7363,0.9901,-0.206,2.9144,1.6279,0.8104,-0.0583,1.3426,2.0371,1.3698,1.8531,0.2642,-0.0257,1.5629,1.9583,1.5622,0.5497,3.2047,-1.93,0.47,1.19
201908,-4.08,-5.6121,-7.3658,-6.6807,-8.716,-1.1431,-6.8729,-4.7951,-5.7884,-10.3266,-5.6959,-4.246,-4.9291,-7.2652,-10.2126,-2.0363,-4.5694,-4.9499,-4.8686,-8.1853,-0.2367,-2.2864,-3.005,-3.3123,-8.6138,-2.36,-4.76,-2.58
201909,-3.487,0.0657,3.4218,5.4917,7.612,-1.6144,2.0259,3.9365,5.5453,4.1158,-3.3039,1.3966,2.7707,6.4351,6.4148,-3.2023,3.0562,5.3072,6.2603,5.0451,0.4124,1.4982,2.9068,4.7118,5.3269,-0.97,6.74,1.43
201910,0.6046,0.2042,0.9163,1.048,-0.5219,3.7836,4.7638,1.7118,2.6422,1.8663,3.8102,2.4187,1.5961,2.8874,0.372,2.7965,1.525,-0.1943,-0.1024,-3.1923,3.0215,1.77,2.8201,1.6603,3.701,0.29,-1.92,2.06
201911,7.9752,6.1857,3.0414,3.5408,4.0924,7.9999,3.4544,3.0275,3.6891,1.6285,7.3901,3.0478,1.6294,5.1335,3.7462,7.6242,3.9488,2.9894,3.0394,3.8311,3.8883,4.5253,2.3236,2.9419,4.8816,0.78,-2.01,3.87
201912,3.8862,12.6206,2.8197,4.6526,7.2269,3.9641,2.0405,6.3651,2.4374,7.16,0.1899,3.0937,4.173,2.0562,3.3238,-0.4646,2.9377,3.7875,2.5193,5.8578,3.6688,1.6049,2.2953,3.0463,4.0176,0.73,1.76,2.77
202001,-1.3667,-3.1511,-4.5661,-5.938,-9.9657,-2.8177,-2.2908,-5.5393,-6.2864,-9.2808,-1.0019,-1.1252,-2.6485,-5.0258,-8.5386,1.0712,-1.9835,-1.7794,-3.0661,-3.4023,2.461,0.5029,-0.6014,-5.4441,-4.2395,-3.1,-6.22,-0.11
202002,-6.0697,-4.287,-4.3624,-8.5279,-8.5205,-7.6969,-8.2745,-10.8516,-9.9913,-11.0364,-6.6555,-6.6351,-11.459,-8.6399,-11.4194,-6.6382,-7.2051,-9.3547,-10.5705,-13.3236,-7.0089,-8.0228,-9.0427,-10.7981,-11.7101,1.07,-3.79,-8.13
202003,-21.4445,-15.1858,-21.9908,-26.5103,-27.6314,-19.6556,-18.9159,-21.8102,-24.0176,-32.2487,-17.8636,-18.6861,-17.9438,-26.9527,-31.2463,-12.1936,-18.736,-20.212,-32.7413,-32.4771,-7.7776,-11.0994,-15.7396,-20.1428,-28.4009,-4.88,-13.97,-13.39
202004,24.6779,20.1592,15.1556,10.9863,15.65,19.3762,12.4899,12.5747,10.4038,26.3008,17.5187,13.2913,9.9704,14.7946,19.4803,16.5488,14.5236,12.0596,16.4303,17.4422,14.0871,13.7638,9.8185,10.4799,15.5348,2.49,-1.23,13.65
202005,12.1994,6.4566,6.3109,4.3858,4.3258,10.2686,7.4158,3.8036,1.6617,7.0458,12.4436,9.129,4.9629,4.6922,1.641,10.9708,9.0083,5.7325,3.2287,1.9026,5.6396,5.4868,3.669,1.1427,3.7987,2.48,-4.89,5.58
202006,10.7297,2.2822,6.5577,4.4386,6.2078,5.6863,2.8598,3.7935,3.4178,2.4583,4.5232,1.256,0.0354,4.441,0.1295,2.2766,0.7623,-0.7694,2.3504,1.8658,5.0962,-0.8925,-0.6617,-1.8571,2.1123,2.7,-2.17,2.46
202007,0.1801,0.3856,3.6971,-0.6295,3.801,0.9944,3.6876,3.5536,1.7261,2.8965,1.0723,3.742,2.4833,4.3135,2.8376,6.1446,7.2022,6.0809,2.5916,2.4784,7.914,4.7318,4.4023,1.7876,2.9417,-2.32,-1.38,5.77
202008,3.2157,6.3799,3.8466,5.5017,6.113,7.5171,7.2309,3.579,3.1057,9.1253,8.3796,5.2377,3.5955,5.4352,4.0149,4.2649,3.6379,4.6483,5.6557,3.7962,11.0058,5.2277,2.388,2.6434,3.4831,-0.22,-2.95,7.63
202009,-1.3423,-0.0766,-3.9763,-3.328,-3.1907,0.0517,-4.9954,-5.3675,-6.8349,-5.0957,-3.1505,-1.1612,-4.2226,-3.2011,-7.0916,0.7985,-2.6412,-3.7015,-2.9736,-4.5821,-4.8158,-2.4928,-1.2337,-4.67,-6.1118,0.04,-2.68,-3.63
