date,T_BILL_3_MO,SP_CONSUM_DIS,SP_HEALTH,SP_TELE_COMM,SP_FINANCE,SP_UTIL,SP_500,SP_CONSUM_STAPLE,SP_MATERIALS,SP_INFO_TECH,SP_ENEGY
20120401,0.0009,0.012368542,-0.003350756,0.041867596,-0.024902518,0.017745764,-0.007497452,0.001024256,-0.010207566,-0.019231968,-0.00980623
20120501,0.0006,-0.058676843,-0.038893783,0.026006529,-0.093191329,-0.001269082,-0.062617165,-0.012846439,-0.079834291,-0.078477274,-0.106236541
20120601,0.0008,0.014921441,0.051872425,0.054842595,0.042616527,0.034088388,0.039920022,0.029568479,0.041457636,0.025155991,0.050366203
20120701,0.001,0.000838636,0.013885096,0.056001125,0.002026722,0.02806179,0.012471274,0.02758273,-0.010002672,0.01318124,0.04721132
20120801,0.0009,0.042166049,0.008686491,-0.025128827,0.03018795,-0.047898597,0.01976337,-0.006462054,0.022505101,0.048669586,0.018789318
20120901,0.0009,0.030491235,0.038730083,0.039524095,0.033679169,0.006984224,0.024265221,0.011067959,0.034519548,0.013237042,0.032856075
20121001,0.001,-0.016285849,-0.004255434,-0.051867937,0.018136799,0.013792001,-0.01994586,-0.013541665,-0.022500882,-0.068123917,-0.020410385
20121101,0.0008,0.027592421,0.00233109,-0.011614607,-0.012766535,-0.055543735,0.00281837,0.012987782,0.013134798,0.006813462,-0.019744826
20121201,0.0004,-0.005278199,-0.011340138,-0.019845521,0.037854415,-0.011510404,0.006954528,-0.032984903,0.023165214,-0.007902869,-0.004639712
20130101,0.0006,0.056400552,0.072973659,0.021843348,0.058530859,0.04716869,0.050428096,0.056494998,0.038017845,0.013431892,0.075896783
20130201,0.001,0.0095591,0.010046937,0.014798738,0.003582291,0.016790889,0.011060649,0.027415447,-0.024767585,-0.001430269,-0.004319879
20130301,0.0006,0.047634529,0.05888094,0.032475179,0.035744553,0.046971037,0.035987724,0.044158909,0.022168917,0.026191484,0.025854991
20130401,0.0005,0.029779357,0.028223667,0.059396544,0.02722971,0.059309229,0.018092183,0.029391047,0.006511367,0.008254355,-0.008852559
20130501,0.0003,0.024885726,0.015823484,-0.075284913,0.071573277,-0.095426049,0.020775525,-0.023425507,0.027596752,0.04309971,0.021294997
20130601,0.0003,0.010990259,-0.004120439,0.022892807,-0.015507882,0.009726044,-0.015584836,-0.000460858,-0.042454878,-0.03902965,-0.018127146
20130701,0.0003,0.048446025,0.067321217,-0.007535477,0.051370035,0.039778974,0.047180329,0.037739556,0.053606123,0.034575905,0.048049615
20130801,0.0002,-0.034008127,-0.039841793,-0.046397953,-0.053633494,-0.058082552,-0.033413877,-0.0466671,-0.003680943,-0.013595326,-0.021548139
20130901,0,0.045790057,0.023901863,-0.006851585,0.02501714,0.004019434,0.027873773,0.008059757,0.040438156,0.025921671,0.013047009
20131001,0.0003,0.045513248,0.039173572,0.073404373,0.030986992,0.036175004,0.044061794,0.061643498,0.042784821,0.044141704,0.04121935
20131101,0.0005,0.030735041,0.043127134,-0.026026702,0.042919592,-0.024666298,0.026786893,0.013704923,0.010068811,0.03342706,0.004700589
20131201,0.0006,0.020129245,0.006897575,-0.003332409,0.019687228,0.005411919,0.023143525,0.002196312,0.044555881,0.038969265,0.030406015
20140101,0.0001,-0.058441262,0.009834937,-0.040615329,-0.036505024,0.029256469,-0.034276717,-0.05208286,-0.046011333,-0.021346332,-0.062635289
20140201,0.0004,0.060693602,0.058340185,-0.010399215,0.029757086,0.027455156,0.043064316,0.034583921,0.066590033,0.043450105,0.045531951
20140301,0.0003,-0.025290513,-0.009799494,0.047137797,0.031910874,0.033410182,0.007891516,0.021449701,0.007122657,0.00889868,0.023450516
20140401,0.0002,-0.016708508,-0.010338493,0.004210078,-0.017093713,0.041866461,0.005330952,0.027460846,0.005085378,0.000351572,0.050642144
