Date,Open,High,Low,Close,Adj Close,Volume
19990101,4.349999904632568,4.420000076293945,4.179999828338623,4.360000133514404,4.360000133514404,0
19990201,4.380000114440918,4.550000190734863,4.349999904632568,4.550000190734863,4.550000190734863,0
19990301,4.550000190734863,4.579999923706055,4.349999904632568,4.360000133514404,4.360000133514404,0
19990401,4.369999885559082,4.429999828338623,4.150000095367432,4.429999828338623,4.429999828338623,0
19990501,4.429999828338623,4.570000171661377,4.429999828338623,4.510000228881836,4.510000228881836,0
19990601,4.53000020980835,4.760000228881836,4.389999866485596,4.670000076293945,4.670000076293945,0
19990701,4.639999866485596,4.670000076293945,4.429999828338623,4.619999885559082,4.619999885559082,0
19990801,4.619999885559082,4.869999885559082,4.550000190734863,4.849999904632568,4.849999904632568,0
19990901,4.829999923706055,4.829999923706055,4.539999961853027,4.710000038146973,4.710000038146973,0
19991001,4.730000019073486,5.010000228881836,4.650000095367432,4.960000038146973,4.960000038146973,0
19991101,4.96999979019165,5.179999828338623,4.929999828338623,5.150000095367432,5.150000095367432,0
19991201,5.150000095367432,5.440000057220459,4.96999979019165,5.170000076293945,5.170000076293945,0
20000101,5.230000019073486,5.53000020980835,5.199999809265137,5.53000020980835,5.53000020980835,0
20000201,5.559999942779541,5.679999828338623,5.400000095367432,5.639999866485596,5.639999866485596,0
20000301,5.610000133514404,5.78000020980835,5.590000152587891,5.71999979019165,5.71999979019165,0
20000401,5.710000038146973,5.739999771118164,5.570000171661377,5.650000095367432,5.650000095367432,0
20000501,5.670000076293945,6.050000190734863,5.489999771118164,5.489999771118164,5.489999771118164,0
20000601,5.429999828338623,5.849999904632568,5.409999847412109,5.699999809265137,5.699999809265137,0
20000701,5.710000038146973,6.039999961853027,5.710000038146973,6.019999980926514,6.019999980926514,0
20000801,6.070000171661377,6.139999866485596,5.980000019073486,6.110000133514404,6.110000133514404,0
20000901,6.110000133514404,6.110000133514404,5.880000114440918,6.03000020980835,6.03000020980835,0
20001001,6.03000020980835,6.179999828338623,5.949999809265137,6.150000095367432,6.150000095367432,0
20001101,6.170000076293945,6.230000019073486,6.0,6.010000228881836,6.010000228881836,0
20001201,6.050000190734863,6.050000190734863,5.090000152587891,5.730000019073486,5.730000019073486,0
20010101,5.710000038146973,5.760000228881836,4.820000171661377,4.840000152587891,4.840000152587891,0
20010201,4.829999923706055,4.949999809265137,4.619999885559082,4.71999979019165,4.71999979019165,0
20010301,4.699999809265137,4.75,4.130000114440918,4.179999828338623,4.179999828338623,0
20010401,4.170000076293945,4.190000057220459,3.5899999141693115,3.8299999237060547,3.8299999237060547,0
20010501,3.7699999809265137,3.819999933242798,3.4700000286102295,3.5399999618530273,3.5399999618530273,0
20010601,3.5299999713897705,3.5999999046325684,3.3299999237060547,3.559999942779541,3.559999942779541,0
20010701,3.630000114440918,3.630000114440918,3.4200000762939453,3.440000057220459,3.440000057220459,0
20010801,3.450000047683716,3.4600000381469727,3.2699999809265137,3.2799999713897705,3.2799999713897705,0
20010901,3.2799999713897705,3.380000114440918,2.140000104904175,2.299999952316284,2.299999952316284,0
20011001,2.309999942779541,2.3399999141693115,1.9800000190734863,2.009999990463257,2.009999990463257,0
20011101,1.9900000095367432,2.0399999618530273,1.7300000190734863,1.7300000190734863,1.7300000190734863,0
20011201,1.7300000190734863,1.75,1.600000023841858,1.6699999570846558,1.6699999570846558,0
20020101,1.7000000476837158,1.7300000190734863,1.5399999618530273,1.7200000286102295,1.7200000286102295,0
20020201,1.7300000190734863,1.75,1.659999966621399,1.7200000286102295,1.7200000286102295,0
20020301,1.7300000190734863,1.8300000429153442,1.7300000190734863,1.7400000095367432,1.7400000095367432,0
20020401,1.75,1.7799999713897705,1.649999976158142,1.7300000190734863,1.7300000190734863,0
20020501,1.7300000190734863,1.7999999523162842,1.687000036239624,1.7050000429153442,1.7050000429153442,0
20020601,1.7020000219345093,1.7230000495910645,1.625,1.659000039100647,1.659000039100647,0
20020701,1.656999945640564,1.6970000267028809,1.5720000267028809,1.6649999618530273,1.6649999618530273,0
20020801,1.6670000553131104,1.6670000553131104,1.5570000410079956,1.6449999809265137,1.6449999809265137,0
20020901,1.6319999694824219,1.6699999570846558,1.5269999504089355,1.5269999504089355,1.5269999504089355,0
20021001,1.531999945640564,1.6619999408721924,1.406999945640564,1.4170000553131104,1.4170000553131104,0
20021101,1.4119999408721924,1.4270000457763672,1.1820000410079956,1.2020000219345093,1.2020000219345093,0
20021201,1.2120000123977661,1.2170000076293945,1.1319999694824219,1.1820000410079956,1.1820000410079956,0
20030101,1.187000036239624,1.1970000267028809,1.1260000467300415,1.1480000019073486,1.1480000019073486,0
20030201,1.149999976158142,1.187000036239624,1.1369999647140503,1.1749999523162842,1.1749999523162842,0
20030301,1.1749999523162842,1.1770000457763672,1.0299999713897705,1.090000033378601,1.090000033378601,0
20030401,1.097000002861023,1.1619999408721924,1.0820000171661377,1.1009999513626099,1.1009999513626099,0
20030501,1.097000002861023,1.1109999418258667,0.9810000061988831,1.0850000381469727,1.0850000381469727,0
20030601,1.0870000123977661,1.1039999723434448,0.7739999890327454,0.8379999995231628,0.8379999995231628,0
20030701,0.8820000290870667,0.9620000123977661,0.8339999914169312,0.9269999861717224,0.9269999861717224,0
20030801,0.9300000071525574,0.9769999980926514,0.8949999809265137,0.9599999785423279,0.9599999785423279,0
20030901,0.9580000042915344,0.9639999866485596,0.9120000004768372,0.9259999990463257,0.9259999990463257,0
20031001,0.9100000262260437,0.9490000009536743,0.8730000257492065,0.9319999814033508,0.9319999814033508,0
20031101,0.9309999942779541,0.9419999718666077,0.9049999713897705,0.9079999923706055,0.9079999923706055,0
20031201,0.9120000004768372,0.9210000038146973,0.8330000042915344,0.9070000052452087,0.9070000052452087,0
20040101,0.9070000052452087,0.9169999957084656,0.8410000205039978,0.8970000147819519,0.8970000147819519,0
20040201,0.9010000228881836,0.9430000185966492,0.8970000147819519,0.9269999861717224,0.9269999861717224,0
20040301,0.9319999814033508,0.9480000138282776,0.9120000004768372,0.9229999780654907,0.9229999780654907,0
20040401,0.921999990940094,1.0019999742507935,0.9120000004768372,0.9520000219345093,0.9520000219345093,0
20040501,0.9539999961853027,1.0570000410079956,0.9520000219345093,1.0520000457763672,1.0520000457763672,0
20040601,1.0540000200271606,1.3869999647140503,1.0529999732971191,1.3029999732971191,1.3029999732971191,0
20040701,1.2699999809265137,1.4450000524520874,1.1759999990463257,1.4119999408721924,1.4119999408721924,0
20040801,1.399999976158142,1.5770000219345093,1.371999979019165,1.5679999589920044,1.5679999589920044,0
20040901,1.562000036239624,1.7029999494552612,1.5470000505447388,1.6740000247955322,1.6740000247955322,0
20041001,1.6679999828338623,1.8769999742507935,1.6480000019073486,1.8669999837875366,1.8669999837875366,0
20041101,1.8700000047683716,2.187999963760376,1.8700000047683716,2.181999921798706,2.181999921798706,0
20041201,2.171999931335449,2.2669999599456787,2.1419999599456787,2.181999921798706,2.181999921798706,0
20050101,2.1989998817443848,2.427000045776367,2.197000026702881,2.421999931335449,2.421999931335449,315900
