Date,Open,High,Low,Close,Adj Close,Volume
19990101,163.42999267578125,163.77000427246094,155.88999938964844,155.88999938964844,155.88999938964844,0
19990201,153.22000122070312,153.36000061035156,148.0399932861328,149.3000030517578,149.3000030517578,0
19990301,148.22999572753906,155.27000427246094,146.38999938964844,146.38999938964844,146.38999938964844,0
19990401,147.8300018310547,158.7100067138672,147.07000732421875,158.52000427246094,158.52000427246094,0
19990501,160.86000061035156,169.1199951171875,159.52000427246094,167.8699951171875,167.8699951171875,0
19990601,166.1199951171875,169.14999389648438,161.4499969482422,161.4499969482422,161.4499969482422,0
19990701,162.22999572753906,163.4600067138672,158.66000366210938,159.0800018310547,159.0800018310547,0
19990801,159.8000030517578,164.7899932861328,156.64999389648438,160.0399932861328,160.0399932861328,0
19990901,160.42999267578125,161.82000732421875,148.4199981689453,151.85000610351562,151.85000610351562,0
19991001,153.1999969482422,155.42999267578125,147.11000061035156,153.6300048828125,153.6300048828125,0
19991101,152.6199951171875,153.52999877929688,138.63999938964844,141.6300048828125,141.6300048828125,0
19991201,140.72000122070312,142.47000122070312,135.25,142.42999267578125,142.42999267578125,0
20000101,138.75,158.99000549316406,138.75,157.6300048828125,157.6300048828125,0
20000201,156.1199951171875,157.3000030517578,142.4199981689453,147.16000366210938,147.16000366210938,0
20000301,146.57000732421875,151.5,139.88999938964844,151.47999572753906,151.47999572753906,0
20000401,151.63999938964844,168.67999267578125,150.0500030517578,162.91000366210938,162.91000366210938,0
20000501,163.97000122070312,169.9199981689453,162.1199951171875,169.30999755859375,169.30999755859375,0
20000601,169.3699951171875,171.3000030517578,158.7100067138672,158.7100067138672,158.7100067138672,0
20000701,162.91000366210938,172.80999755859375,161.0,169.75,169.75,0
20000801,174.89999389648438,192.25999450683594,174.89999389648438,192.13999938964844,192.13999938964844,0
20000901,194.02999877929688,209.32000732421875,192.50999450683594,209.32000732421875,209.32000732421875,0
20001001,211.42999267578125,211.42999267578125,190.64999389648438,200.9199981689453,200.9199981689453,0
20001101,205.00999450683594,206.22999572753906,197.1699981689453,197.91000366210938,197.91000366210938,0
20001201,197.35000610351562,217.4199981689453,197.35000610351562,216.02999877929688,216.02999877929688,0
20010101,208.3000030517578,208.3000030517578,177.25,194.8300018310547,194.8300018310547,0
20010201,192.94000244140625,207.16000366210938,192.94000244140625,201.24000549316406,201.24000549316406,0
20010301,202.17999267578125,208.08999633789062,182.41000366210938,199.50999450683594,199.50999450683594,0
20010401,199.89999389648438,211.1300048828125,190.00999450683594,210.9600067138672,210.9600067138672,0
20010501,210.47999572753906,210.47999572753906,200.80999755859375,203.44000244140625,203.44000244140625,0
20010601,201.2100067138672,201.2100067138672,181.83999633789062,186.89999389648438,186.89999389648438,0
20010701,187.17999267578125,193.4600067138672,168.35000610351562,178.0800018310547,178.0800018310547,0
20010801,179.7100067138672,182.16000366210938,170.2899932861328,172.4600067138672,172.4600067138672,0
20010901,173.58999633789062,173.58999633789062,146.3000030517578,152.14999389648438,152.14999389648438,0
20011001,153.25999450683594,165.6300048828125,150.1199951171875,151.42999267578125,151.42999267578125,0
20011101,151.22000122070312,157.02999877929688,142.61000061035156,142.61000061035156,142.61000061035156,0
20011201,140.72000122070312,147.69000244140625,132.11000061035156,145.8800048828125,145.8800048828125,1241625700
20020101,145.7899932861328,147.8000030517578,130.97000122070312,137.1999969482422,137.1999969482422,1089011000
20020201,137.17999267578125,138.33999633789062,128.9600067138672,133.5399932861328,133.5399932861328,1117351600
20020301,133.50999450683594,151.02999877929688,133.5,149.42999267578125,149.42999267578125,1093833000
20020401,149.32000732421875,153.33999633789062,143.13999938964844,146.11000061035156,146.11000061035156,907420200
20020501,146.05999755859375,146.25,129.52000427246094,132.8000030517578,132.8000030517578,1295180200
20020601,132.9199981689453,132.92999267578125,118.5199966430664,122.93000030517578,122.93000030517578,1309790600
20020701,122.93000030517578,123.08000183105469,83.45999908447266,105.31999969482422,105.31999969482422,2007123200
20020801,105.37999725341797,114.56999969482422,99.55000305175781,108.80000305175781,108.80000305175781,1231755100
20020901,108.69999694824219,108.73999786376953,88.80999755859375,94.41999816894531,94.41999816894531,1263693800
