Date,Open,High,Low,Close,Adj Close,Volume
19990101,366.8699951171875,371.9800109863281,344.05999755859375,368.2699890136719,368.2699890136719,0
19990201,369.2200012207031,376.8399963378906,354.6199951171875,371.2699890136719,371.2699890136719,0
19990301,370.1300048828125,394.29998779296875,367.57000732421875,379.7699890136719,379.7699890136719,0
19990401,381.1400146484375,401.82000732421875,347.0799865722656,354.260009765625,354.260009765625,0
19990501,359.7300109863281,366.5199890136719,334.5,343.7300109863281,343.7300109863281,0
19990601,342.3800048828125,359.2099914550781,330.6499938964844,359.2099914550781,359.2099914550781,0
19990701,362.17999267578125,365.54998779296875,339.17999267578125,339.17999267578125,339.17999267578125,0
19990801,341.0899963378906,367.2799987792969,321.42999267578125,350.17999267578125,350.17999267578125,0
19990901,355.42999267578125,360.5799865722656,316.9700012207031,321.54998779296875,321.54998779296875,0
19991001,332.2200012207031,356.8699951171875,326.1099853515625,356.8699951171875,356.8699951171875,0
19991101,356.67999267578125,366.6400146484375,352.0199890136719,358.9200134277344,358.9200134277344,0
19991201,352.489990234375,353.9200134277344,316.3599853515625,326.7799987792969,326.7799987792969,0
20000101,325.1199951171875,354.94000244140625,312.7799987792969,345.9100036621094,345.9100036621094,0
20000201,345.7300109863281,352.1300048828125,308.8900146484375,309.5799865722656,309.5799865722656,0
20000301,305.30999755859375,335.3299865722656,283.19000244140625,326.260009765625,326.260009765625,0
20000401,340.6499938964844,360.5400085449219,334.5799865722656,351.9100036621094,351.9100036621094,0
20000501,349.6199951171875,372.2900085449219,349.6199951171875,370.8999938964844,370.8999938964844,0
20000601,369.67999267578125,401.67999267578125,357.05999755859375,401.67999267578125,401.67999267578125,0
20000701,400.19000244140625,408.75,374.3299865722656,378.9200134277344,378.9200134277344,0
20000801,393.67999267578125,398.1400146484375,374.6199951171875,380.82000732421875,380.82000732421875,0
20000901,381.07000732421875,399.70001220703125,362.6300048828125,399.70001220703125,399.70001220703125,0
20001001,394.9800109863281,416.55999755859375,389.55999755859375,414.0799865722656,414.0799865722656,0
20001101,417.489990234375,438.8500061035156,409.5400085449219,431.20001220703125,431.20001220703125,0
20001201,422.1300048828125,444.9800109863281,418.2799987792969,442.9200134277344,442.9200134277344,0
20010101,434.8699951171875,434.8699951171875,393.0899963378906,406.42999267578125,406.42999267578125,0
20010201,410.82000732421875,419.29998779296875,396.9599914550781,406.8999938964844,406.8999938964844,0
20010301,403.9800109863281,404.32000732421875,345.75,376.44000244140625,376.44000244140625,0
20010401,366.6000061035156,386.44000244140625,359.1499938964844,386.44000244140625,386.44000244140625,0
20010501,387.1099853515625,400.0899963378906,380.1600036621094,390.4200134277344,390.4200134277344,0
20010601,394.7099914550781,403.42999267578125,372.25,372.25,372.25,0
20010701,377.75,391.95001220703125,366.3500061035156,391.95001220703125,391.95001220703125,0
20010801,388.7300109863281,395.19000244140625,377.3399963378906,377.3399963378906,377.3399963378906,0
20010901,383.07000732421875,389.7900085449219,353.2799987792969,382.7900085449219,382.7900085449219,0
20011001,388.1199951171875,398.2200012207031,380.6000061035156,380.6000061035156,380.6000061035156,0
20011101,385.0400085449219,401.8599853515625,382.4100036621094,398.55999755859375,398.55999755859375,0
20011201,399.67999267578125,399.67999267578125,375.3699951171875,385.5899963378906,385.5899963378906,2335563300
20020101,385.1099853515625,388.8299865722656,372.67999267578125,381.6099853515625,381.6099853515625,2599836400
20020201,382.3599853515625,386.9700012207031,368.6700134277344,382.5799865722656,382.5799865722656,2174584600
20020301,382.44000244140625,395.3900146484375,380.0799865722656,383.1400146484375,383.1400146484375,2475726100
20020401,383.010009765625,384.3399963378906,354.1600036621094,359.1400146484375,359.1400146484375,2878846500
20020501,357.510009765625,364.75,345.2099914550781,351.70001220703125,351.70001220703125,2704140800
20020601,351.42999267578125,353.1199951171875,308.9800109863281,319.20001220703125,319.20001220703125,2913158400
20020701,319.1300048828125,320.489990234375,251.60000610351562,312.1700134277344,312.1700134277344,4463565600
20020801,312.010009765625,331.6499938964844,288.1300048828125,315.55999755859375,315.55999755859375,2495378500
20020901,314.95001220703125,317.0299987792969,290.6600036621094,295.07000732421875,295.07000732421875,2408245200
20021001,297.3599853515625,326.42999267578125,293.2900085449219,312.3999938964844,312.3999938964844,3537742800
20021101,311.989990234375,327.6199951171875,308.95001220703125,320.29998779296875,320.29998779296875,3067603400
20021201,320.95001220703125,324.2099914550781,303.82000732421875,308.5799865722656,308.5799865722656,2482152400
20030101,308.8999938964844,324.05999755859375,297.17999267578125,307.0400085449219,307.0400085449219,2755157200
20030201,307.1099853515625,309.1199951171875,287.0199890136719,301.0899963378906,301.0899963378906,2256459600
20030301,301.8399963378906,319.04998779296875,289.3800048828125,311.2099914550781,311.2099914550781,2630687400
20030401,311.3900146484375,327.3999938964844,307.07000732421875,321.760009765625,321.760009765625,2686958600
20030501,321.6700134277344,334.5,313.92999267578125,327.1600036621094,327.1600036621094,2443673000
20030601,327.3999938964844,361.1600036621094,324.239990234375,341.0199890136719,341.0199890136719,2706220600
20030701,340.4700012207031,348.989990234375,332.5299987792969,335.7900085449219,335.7900085449219,2459373000
20030801,335.5199890136719,335.55999755859375,318.3800048828125,322.82000732421875,322.82000732421875,115604600
